time,date,hour,precip [mm/day],sub710 [m3/s],sub710 (observed) [m3/s],sub685 [m3/s],sub685 (observed) [m3/s],sub684 [m3/s],sub684 (observed) [m3/s],sub676 [m3/s],sub676 (observed) [m3/s],sub677 [m3/s],sub677 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub701 [m3/s],sub701 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub683 [m3/s],sub683 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub698 [m3/s],sub698 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub682 [m3/s],sub682 (observed) [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub678 [m3/s],sub678 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub691 (observed) [m3/s],sub693 [m3/s],sub693 (observed) [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub689 [m3/s],sub689 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub724 [m3/s],sub724 (observed) [m3/s],sub723 [m3/s],sub723 (observed) [m3/s],sub720 [m3/s],sub720 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s]
45,2010-02-15,00:00:00.00,0,11.2511,4.3042,2.27514,4.15,1.07357,1.18,8.07936,0.41,15.9559,4.16,1.60326,0.84,2.70676,0.515,6.89624,1.41,4.63498,0.61,2.27603,1.3,0.985485,0.119,16.9023,2,2.05585,2.68,5.97994,0.28,2.83159,0.58,1.32909,0.064,26.9743,1.2148,10.6878,0.5805,8.55498,1.0194,15.3914,5.4652,10.0857,6.2014,17.1049,8.5234,14.9634,0.926,2.51295,0.3879,15.1873,0.5663,7.4681,0.5663,5.19287,1.5914,46.0064,18.406
46,2010-02-16,00:00:00.00,0,11.2367,3.3414,2.25648,4.01,1.06408,1.15,8.06234,0.377,15.9289,4.14,1.5867,0.836,2.6925,0.505,6.87759,1.4,4.6182,0.59,2.26311,1.27,0.975319,0.117,16.8686,1.96,2.03796,2.6,5.96714,0.27,2.81928,0.53,1.31681,0.057,26.9388,1.1865,10.6729,0.6145,8.54302,1.0534,15.373,5.4085,10.0715,6.2297,17.0813,8.4384,14.9501,0.9231,2.5036,0.3766,15.1659,0.623,7.45776,0.538,5.18331,1.5008,46.0226,17.2733
47,2010-02-17,00:00:00.00,0,11.2182,2.8883,2.23772,3.95,1.05457,1.19,8.04258,0.352,15.8964,4.13,1.57022,0.82,2.67786,0.497,6.85662,1.4,4.60008,0.573,2.24978,1.24,0.965174,0.119,16.8234,1.92,2.01954,2.49,5.95216,0.26,2.80625,0.49,1.30452,0.054,26.8932,1.161,10.6541,0.6201,8.52798,1.0704,15.3492,5.3519,10.053,6.1448,17.0504,8.7499,14.931,0.9316,2.4936,0.3653,15.1395,0.5947,7.44423,0.5097,5.17503,1.6792,45.9031,19.1139
48,2010-02-18,00:00:00.00,0,11.1959,2.6136,2.21887,3.9,1.04505,1.26,8.01985,0.338,15.8585,4.13,1.55384,0.81,2.66252,0.488,6.83347,1.39,4.58069,0.569,2.23606,1.22,0.955104,0.119,16.7784,1.89,2.00148,2.41,5.93511,0.257,2.79256,0.465,1.29224,0.052,26.8385,1.1468,10.6317,0.623,8.51003,1.0789,15.3197,5.3236,10.0316,6.258,17.0148,8.6933,14.9066,0.9486,2.48298,0.3681,15.1078,0.5663,7.42853,0.4814,5.16397,1.7811,45.8095,18.8307
49,2010-02-19,00:00:00.00,0,11.1698,2.2852,2.19996,3.85,1.03553,1.21,7.99457,0.328,15.8155,4.15,1.53756,0.8,2.64686,0.481,6.80823,1.39,4.5601,0.545,2.22197,1.2,0.945084,0.119,16.7215,1.87,1.98308,2.36,5.9161,0.255,2.77823,0.44,1.27997,0.05,26.7749,1.127,10.6058,0.623,8.48931,1.0959,15.2853,5.3236,10.0066,6.2863,16.9726,8.6933,14.8769,0.9741,2.47178,0.3823,15.0711,0.538,7.41017,0.4531,5.15149,1.9425,45.7143,20.02
50,2010-02-20,00:00:00.00,5.83255e-06,11.1402,2.1124,2.18098,3.8,1.02601,1.19,7.96667,0.318,15.7677,4.12,1.52149,0.81,2.63058,0.477,6.78102,1.38,4.53839,0.53,2.20754,1.18,0.935129,0.129,16.6657,1.85,1.96492,2.31,5.89522,0.253,2.76331,0.42,1.26772,0.048,26.703,1.1213,10.5766,0.623,8.46595,1.0789,15.2459,5.3519,9.97884,6.6261,16.9261,9.5145,14.8423,1.0081,2.46023,0.3964,15.0298,0.5097,7.38968,0.4248,5.13735,2.2172,45.5867,21.6624
51,2010-02-21,00:00:00.00,0.000880148,11.1073,2.86,2.16218,3.75,1.0165,1.16,7.93644,0.308,15.732,3.54,1.51187,0.815,2.61424,0.473,6.75204,1.38,4.5156,0.525,2.19279,1.16,0.925233,0.142,16.5988,1.83,1.94655,2.27,5.87259,0.251,2.74785,0.4,1.25548,0.046,26.6269,1.1355,10.5455,0.623,8.44009,1.0959,15.2052,5.3236,9.95075,6.5412,16.8755,9.5145,14.8092,1.0166,2.45004,0.4474,14.9896,0.4814,7.3669,0.3964,5.1217,2.356,45.4628,22.9366
52,2010-02-22,00:00:00.00,0.0360244,11.097,2.3616,2.14446,3.73,1.00701,1.18,7.90389,0.3,15.7097,3.62,1.5094,0.83,2.59775,0.472,6.72194,1.38,4.49316,0.512,2.17798,1.14,0.920034,0.157,16.5341,1.81,1.94467,2.24,5.8483,0.249,2.7342,0.38,1.24781,0.045,26.5706,1.144,10.5279,0.623,8.43327,1.0959,15.4408,4.5024,10.1981,5.9465,16.9355,8.8632,14.9162,1.0591,2.43778,0.4984,15.6626,0.5097,7.4467,0.3964,5.1046,2.6901,45.3153,23.7012
53,2010-02-23,00:00:00.00,0.420777,12.4547,2.8883,2.12591,3.7,0.997518,1.23,7.86923,0.294,15.6452,3.73,1.48901,0.855,2.5815,0.472,6.68969,1.37,4.46844,0.503,2.16277,1.12,1.02053,0.171,16.4588,1.86,1.93687,2.3,5.82241,0.247,2.71767,0.36,1.23586,0.044,26.4932,1.1723,10.4965,0.6541,8.42387,1.0959,15.6197,4.9271,10.237,6.258,16.9017,9.9958,14.9657,1.2205,2.63465,0.6739,21.8593,0.5663,10.7153,0.4531,6.38389,4.8139,52.1182,35.3961
54,2010-02-24,00:00:00.00,0.0186886,13.9738,3.7945,2.10537,3.67,0.988001,1.21,7.83251,0.287,15.543,3.72,1.45928,0.875,2.56625,0.468,6.66275,1.37,4.50092,0.495,2.14694,1.11,1.0509,0.179,16.3825,1.92,1.90153,2.35,5.795,0.245,2.69833,0.35,1.21916,0.043,26.36,1.195,10.4361,0.6739,8.36607,1.0959,15.3172,5.72,9.86722,7.5889,16.7058,11.4683,14.848,1.3564,2.68571,0.8552,24.5624,0.8495,11.9104,0.9061,6.88088,8.5517,59.7956,56.9169
55,2010-02-25,00:00:00.00,4.46079e-05,13.0044,6.0032,2.08552,3.64,0.978524,1.18,7.79389,0.28,15.4624,3.73,1.44171,0.89,2.54752,0.455,6.62795,1.36,4.47442,0.492,2.13101,1.1,0.922772,0.203,16.2985,1.99,1.87374,2.36,5.7662,0.243,2.68091,0.34,1.20682,0.042,26.2295,1.2006,10.3854,0.6739,8.30976,1.0789,15.0597,5.5784,9.78127,7.504,16.616,11.2701,14.7762,1.2318,2.4232,1.0534,17.4659,1.9822,7.95007,2.7581,5.53259,5.9465,54.5241,41.9089
56,2010-02-26,00:00:00.00,0,11.3427,7.6739,2.06645,3.61,0.969076,1.15,7.75345,0.277,15.3935,3.73,1.42646,0.915,2.52556,0.448,6.58278,1.36,4.38769,0.488,2.11497,1.09,0.872579,0.19,16.2157,2.01,1.85565,2.28,5.73607,0.241,2.6631,0.33,1.19476,0.041,26.1171,1.2006,10.3415,0.6654,8.27804,1.0874,14.953,5.4652,9.76481,7.1358,16.5498,10.7887,14.6582,1.195,2.36347,0.9713,14.003,4.3891,6.86683,2.9166,5.00853,4.8139,46.626,31.4317
57,2010-02-27,00:00:00.00,0.034323,10.8167,5.6067,2.20684,3.58,1.02645,1.12,7.73544,0.272,16.3055,3.71,1.78063,0.925,2.50686,0.442,6.74469,1.37,4.36336,0.484,2.10612,1.08,0.869291,0.16,16.1251,1.98,1.83708,2.22,5.70469,0.25,2.6449,0.36,1.18273,0.05,25.9979,1.2091,10.293,0.6428,8.23922,1.0874,14.8582,5.6067,9.70246,6.9093,16.4697,10.5622,14.53,1.1808,2.37379,0.943,14.8173,4.2475,7.3487,2.1946,5.00995,4.1059,44.9829,34.8297
58,2010-02-28,00:00:00.00,0.00360614,10.7964,4.2475,2.38022,3.55,1.03395,1.09,7.69709,0.267,16.8769,3.81,2.03311,0.95,2.48793,0.438,6.8253,1.38,4.33495,0.483,2.09677,1.07,0.856785,0.139,16.0348,1.94,1.81925,2.19,5.67212,0.26,2.62635,0.4,1.17075,0.06,25.8713,1.229,10.243,0.6598,8.19855,1.1044,14.789,5.805,9.66573,7.1925,16.3911,11.0153,14.4382,1.2176,2.3447,0.9769,14.5383,3.5396,7.07818,1.699,4.97202,3.9077,44.6876,33.4139
59,2010-03-01,00:00:00.00,0.0193988,10.7444,5.4935,2.33612,3.52,0.979201,1.21,7.62507,0.263,15.9061,3.94,1.86344,0.98,2.53779,0.437,6.94725,1.39,4.49554,0.482,2.09504,1.06,0.848951,0.157,15.9381,1.96,1.80095,2.17,5.63845,0.27,2.60752,0.44,1.15881,0.074,25.7412,1.2403,10.1908,0.6711,8.15734,1.1044,14.7336,5.9749,9.61285,7.9854,16.4167,12.4877,14.3525,1.2544,2.33698,1.0704,14.4552,3.1149,7.15219,1.5574,4.95122,3.9644,43.9618,33.1307
60,2010-03-02,00:00:00.00,0.00120264,10.6864,6.0032,2.198,3.5,0.959023,1.4,7.57608,0.28,15.2059,4.02,1.70211,1.05,2.52712,0.7,6.92614,1.43,4.46573,0.74,2.08078,1.06,0.838908,0.484,15.8415,2,1.78313,2.23,5.60374,0.3,2.58834,0.56,1.14693,0.11,25.6055,1.2544,10.1367,0.6994,8.11366,1.0789,14.6801,6.5129,9.5673,10.0242,16.3555,15.0929,14.2779,1.7018,2.317,1.3309,14.4369,2.9733,7.07078,1.5008,4.92377,3.7945,43.8578,32.5644
61,2010-03-03,00:00:00.00,0.00204629,10.6297,4.559,2.06081,3.48,0.928136,1.43,7.5284,0.3,15.0807,3.98,1.55779,1.19,2.43132,0.875,6.47192,1.47,4.24287,0.92,2.04162,1.1,0.830067,1.92,15.7394,1.98,1.76504,2.26,5.56804,0.32,2.56882,0.65,1.13511,0.14,25.4654,1.2686,10.0809,0.7391,8.06918,1.0789,14.5749,6.6545,9.50628,10.2507,16.1371,15.8008,14.1997,1.8491,2.30337,1.7273,14.3025,4.2475,7.04621,1.7556,4.89694,3.5396,43.5809,30.5822
62,2010-03-04,00:00:00.00,0.00509826,10.5674,4.7006,1.98842,3.46,0.91289,1.5,7.4778,0.328,15.0154,3.97,1.67388,1.3,2.40973,1.2,6.31204,1.6,4.21254,1.6,2.01552,1.18,0.820738,3.02,15.6371,1.95,1.74729,2.32,5.53144,0.34,2.54909,0.8,1.12334,0.18,25.321,1.3281,10.0233,0.7702,8.02294,1.0789,14.4778,6.3996,9.45479,8.8632,16.0346,14.4133,14.1234,1.5461,2.28571,2.5825,14.2607,6.6545,7.00282,2.2653,4.86894,3.483,43.2859,28.8832
63,2010-03-05,00:00:00.00,0.00246571,10.5059,5.9465,1.98386,3.44,0.903864,1.57,7.4284,0.365,14.9171,3.93,1.73492,1.45,2.39134,1.8,6.32097,2.56,4.18105,4.25,1.99872,1.3,0.811933,4.5,15.5303,2.18,1.72943,2.39,5.49398,0.37,2.52913,0.95,1.11163,0.24,25.1724,1.3394,9.96412,0.7985,7.97567,1.0959,14.4,6.3996,9.4027,9.4295,15.9503,15.376,14.0511,1.648,2.27269,3.5113,14.1507,7.0792,6.96025,2.2087,4.84023,3.6529,43.0817,31.1485
64,2010-03-06,00:00:00.00,0.00666524,10.4506,6.258,2.01913,3.42,0.894624,1.59,7.37614,0.42,14.8468,3.86,1.5469,1.62,2.39107,2.6,6.26219,2.88,4.15245,4.3,1.98166,1.42,0.803484,3.45,15.4232,2.4,1.71255,2.48,5.45573,0.41,2.50895,1.2,1.09998,0.3,25.0245,1.4328,9.91729,0.8495,7.93499,1.1213,14.3423,5.6067,9.35892,8.3252,15.8729,14.6115,13.99,1.6594,2.26195,5.5501,14.0805,6.5129,6.92007,2.0388,4.81078,3.6529,42.7728,29.4495
65,2010-03-07,00:00:00.00,0.0386045,10.4215,7.9004,2.21986,3.4,0.892928,1.59,7.32459,0.48,15.2032,3.86,1.52246,1.85,2.52689,3.5,6.2225,3.3,4.13968,4.4,1.9651,1.53,0.794538,3.09,15.3125,2.7,1.69655,2.6,5.41673,0.46,2.48958,1.6,1.08886,0.4,24.9614,1.5857,9.93016,0.9118,7.96332,1.1893,14.4334,6.1448,9.71411,8.6083,16.1367,15.6592,13.9287,1.7726,2.24788,6.9376,13.9831,6.3713,6.8745,1.8689,4.78066,3.6812,42.5476,30.8654
66,2010-03-08,00:00:00.00,0.453744,10.9685,6.7111,2.41946,3.38,0.940482,1.79,7.28473,0.56,17.7632,4,1.52765,2.19,3.21627,4.6,6.61183,4.16,4.8801,5.2,1.97679,1.82,0.880779,3.41,17.3273,3,2.3701,3.4,6.09447,0.52,2.88695,2.1,1.50497,0.5,27.4527,1.8746,11.5504,0.9911,9.28413,1.4583,16.0754,6.4562,11.5486,9.0614,19.5741,17.4432,14.8272,2.0303,2.39309,10.2507,15.0077,10.364,6.90233,2.1238,4.74989,4.3325,42.3179,32.5644
67,2010-03-09,00:00:00.00,1.06071,12.8174,7.3624,2.58743,3.36,1.26592,2.14,8.50256,0.7,21.7237,4.33,1.35524,2.48,4.98728,6,8.99858,4.8,7.28422,6.1,2.77309,2.54,1.28379,4.22,23.1613,4.37,4.21433,6,8.34653,0.65,4.29082,3.2,2.61092,0.72,35.3481,2.8062,15.517,1.5489,12.3193,1.7726,19.7708,7.0509,14.5496,9.656,26.1669,21.2093,17.0847,2.4381,3.08299,13.2806,17.9138,18.7174,7.73838,4.1626,4.91588,6.2863,43.7847,41.6258
68,2010-03-10,00:00:00.00,1.0044,15.7712,9.4295,2.85387,5,1.84214,3.25,11.555,0.95,21.9509,5.06,1.24392,2.9,5.62406,8,9.98411,5.12,8.63423,5.75,4.30045,4.82,1.75508,3.72,29.3086,9.51,4.71305,12,10.9826,1.1,5.79901,6,3.16112,2,41.4514,10.5056,16.4713,3.483,13.2424,2.9733,22.8172,8.0137,16.7806,10.5622,26.7697,25.6267,19.8528,2.6023,4.25803,16.8202,18.4276,29.1664,9.48311,11.9214,5.90162,10.5622,52.2401,58.3327
69,2010-03-11,00:00:00.00,0.934431,19.1176,14.4699,2.71048,8,2.24845,6.09,16.0286,2,17.9834,6.01,1.23604,3.28,3.70205,9,7.52902,5.2,6.28196,5.4,4.45812,8.19,1.91481,3.78,31.945,20,3.12024,28,12.792,3.63,5.13723,11,2.30322,6.5,36.7612,42.4753,12.6962,9.6844,10.4851,12.5727,21.5039,9.3446,14.8507,11.978,20.0371,30.5822,20.7193,2.9166,4.4185,18.5475,15.0276,39.0772,10.0234,25.5701,9.80716,19.6236,75.7553,92.3129
70,2010-03-12,00:00:00.00,0.276877,20.5607,39.3604,2.18816,13,1.80971,15.9,13.7932,15,14.9698,7.33,1.22529,4,2.2907,9.7,6.01315,5.93,4.08747,7.5,3.10131,12.5,1.38487,3.76,28.9806,40.8,1.91514,54.6,9.55806,14.4,3.17669,20.9,1.29088,20,27.4865,53.2357,9.82387,14.7248,7.97522,19.2838,17.3123,10.9869,10.5941,13.8186,15.61,37.0951,19.028,3.1715,3.07923,17.1317,13.314,43.0416,8.24408,42.1921,12.0305,22.5685,88.9273,110.719
71,2010-03-13,00:00:00.00,0.256487,17.4906,74.7565,1.92991,22,1.07607,56.2,7.48572,34,15.5521,11.5,1.39717,5.2,2.28765,14,5.9243,6.31,3.95669,9.09,2.09332,15.7,1.04792,6.16,20.6589,61.9,2.09395,78.9,5.72479,53.4,2.72985,28.7,1.32541,31.5,24.614,49.8376,10.023,20.2749,8.11732,22.6535,15.9738,16.3388,10.3083,20.6147,17.0102,53.802,18.0493,5.7766,2.78006,15.8858,14.0308,40.4931,6.74174,36.2456,8.28801,18.7174,70.1592,92.3129
72,2010-03-14,00:00:00.00,0.963738,13.4711,136.204,2.74917,54,1.46566,90.4,8.01711,69,22.9864,22.9,3.32119,11.3,4.19197,18.7,9.15107,7.37,6.83376,13.1,2.98958,16.7,2.00836,9.12,17.8837,57.8,3.18493,86.6,6.70811,63.2,3.50675,58.4,1.99447,32.2,28.4341,43.8911,11.9762,19.5386,9.824,22.9933,17.6814,21.0394,12.6719,30.0159,21.3268,71.0753,18.1682,5.4368,3.597,18.7174,16.8589,28.3168,8.33649,22.5119,5.43973,14.1301,53.3328,82.1189
73,2010-03-15,00:00:00.00,0.948082,13.8386,80.4198,4.61323,110,2.23754,105,9.81008,60,34.149,45.8,6.50738,40,5.45632,36.1,12.546,19.8,8.5975,30.4,4.43709,31.6,2.5044,13.1,21.5058,81.9,3.79835,90.1,7.34488,50.4,3.96126,80.4,2.36784,27.4,32.1718,77.8713,13.0378,22.6535,10.5391,25.2303,18.8237,27.8921,13.7287,44.7406,23.2423,92.5961,18.0365,13.9885,3.61508,35.3961,19.1222,27.9204,9.96254,21.181,6.27207,17.4998,57.296,130.541
74,2010-03-16,00:00:00.00,0.0218031,14.4368,38.7941,4.83262,161,1.82082,52.9,8.64321,31.3,31.8132,71.4,5.71039,62.5,3.49946,16.9,9.68393,20.3,5.67184,15.8,3.71328,27.9,1.5245,5.62,19.3175,76.9,2.91786,94.8,6.08688,29.3,3.30069,66,1.89719,22.3,30.3664,58.0495,11.4384,20.1899,9.11193,21.9172,17.2675,21.7473,11.6142,35.3961,19.4379,86.6496,16.7988,5.3519,2.93957,32.2812,16.4,35.3961,8.29995,19.3404,6.24,12.4877,59.5828,104.206
75,2010-03-17,00:00:00.00,3.72445e-05,11.7742,17.4998,3.25339,69.1,0.996003,29.1,6.87154,17.9,18.84,64.8,2.16453,53,2.15789,9.93,6.04059,13.7,3.79612,9.01,2.22072,15.1,0.735506,2.89,14.7616,44.9,1.80489,84.5,5.01076,12.4,2.4548,45,1.17344,13.9,25.2588,30.299,9.5308,14.1018,7.58866,12.9974,14.6825,17.6414,8.80137,25.4285,15.1472,62.5802,15.0309,2.945,2.24129,15.3477,13.4105,34.8297,6.55761,10.5056,4.87661,6.0032,49.7995,87.4991
76,2010-03-18,00:00:00.00,0,9.68673,12.2895,2.13498,41.5,0.785171,18.6,6.62064,12.8,12.9662,43.7,1.01638,31.1,2.12507,6.7,5.55448,9.28,3.74052,5.89,1.7605,9.95,0.688152,2.03,13.8648,26.7,1.55299,50.6,4.95269,6.92,2.26717,26.7,0.955048,6.84,22.8681,18.6608,9.06069,9.3729,7.2492,8.3252,13.5808,15.2061,8.48103,20.8695,14.4432,43.8911,14.0154,2.4239,2.01615,9.1463,12.9434,14.838,6.34714,5.2669,4.39366,4.0776,41.8581,76.1723
77,2010-03-19,00:00:00.00,0,9.41783,9.0048,1.73377,31.1,0.779795,13.4,6.69704,8.5,13.1812,29.5,1.1469,21.7,2.09896,5.12,5.63841,7.2,3.70557,4.5,1.75302,7.64,0.698744,1.61,13.9092,17.8,1.50336,29.9,4.90839,4.58,2.23503,13.5,0.955865,3.66,22.8409,13.2523,9.02404,6.8527,7.22734,6.2014,13.2136,13.3372,8.55265,18.321,14.473,35.6792,13.3011,2.1492,2.03183,6.4562,12.8257,7.9004,6.30068,3.5396,4.38963,3.2564,39.9565,63.7129
78,2010-03-20,00:00:00.00,0,9.46458,7.1075,1.67066,25.5,0.771235,9.64,6.53498,6,13.345,24.8,1.11077,19.9,2.08283,4.02,5.54318,6.02,3.67055,3.53,1.73504,6.03,0.681575,1.15,13.7441,12.7,1.4718,21.6,4.86389,3.32,2.21305,8.87,0.944369,2.16,22.6438,10.2507,8.942,5.4652,7.15977,5.0687,12.9768,11.978,8.40269,16.3671,14.2849,30.0159,12.8593,1.8944,2.00512,5.0121,12.7042,5.2953,6.24801,2.7864,4.34151,2.7411,39.106,50.1208
79,2010-03-21,00:00:00.00,0.0169022,9.35366,5.805,1.64488,21.6,0.771821,7.16,6.6009,4.5,13.1303,21.5,1.10339,18.2,2.0592,3.27,5.50417,5.06,3.63631,2.8,1.73347,4.79,0.678288,0.838,13.6577,9.21,1.46142,15.5,4.83271,2.44,2.19793,6.56,0.937009,1.4,22.606,7.957,8.94709,4.4174,7.20252,4.1059,12.9177,10.9869,8.38074,14.385,14.3542,25.5984,12.6386,1.6792,1.98909,3.8794,12.6186,4.2192,6.19576,2.2738,4.31013,2.3928,38.5222,38.5109
80,2010-03-22,00:00:00.00,0.0146718,9.36737,4.8139,1.63001,18,0.769115,5.65,6.49994,3.6,13.0903,18.4,1.09612,16.6,2.05542,2.73,5.4752,4.3,3.63251,2.29,1.72551,3.9,0.669409,0.646,13.546,7.23,1.44275,11.7,4.78981,1.82,2.1798,4.97,0.928743,0.937,22.6166,6.6261,8.99609,3.6812,7.24693,3.3131,12.9416,10.0808,8.32295,13.0541,14.3766,22.5968,12.5416,1.515,2.00507,3.0582,12.5199,3.1432,6.16648,1.9001,4.27764,1.9709,38.1359,32.5644
81,2010-03-23,00:00:00.00,0.604427,11.6055,5.805,1.9552,15.1,1.05448,4.61,6.9676,3.01,14.3528,14.9,1.35814,15.1,2.68848,2.54,5.87795,3.89,4.22743,2.04,2.09478,3.5,0.995704,0.531,14.9557,6.05,1.93834,9.67,5.34623,1.47,2.45113,3.8,1.18565,0.673,22.3992,5.8899,9.02981,3.1998,7.30095,2.7807,13.1006,9.6277,8.68947,12.3745,14.7466,20.8129,12.6887,1.413,2.21644,2.8883,16.9459,2.7835,8.27268,2.0247,5.39893,6.2297,44.4674,50.404
82,2010-03-24,00:00:00.00,0.346395,15.2959,14.838,2.47504,14.1,1.13906,4.32,7.06201,2.8,15.3607,11.8,1.59775,13.6,3.15372,2.54,7.00991,3.84,5.26281,2.1,2.27015,3.59,1.12538,0.639,15.6896,5.45,2.16139,8.82,5.31314,1.28,2.5727,3.11,1.3257,0.545,22.3295,5.4368,8.94234,2.86,7.24258,2.4975,13.0314,9.203,8.6869,12.7992,14.7483,20.9261,12.6786,1.4951,2.24327,2.8175,19.9895,10.1374,9.35659,4.1626,7.17993,12.9691,60.803,117.232
83,2010-03-25,00:00:00.00,0.00189843,14.3023,14.1867,2.34249,12.8,0.827099,3.96,6.4292,2.58,14.0776,11.7,1.3337,12.1,2.46696,2.39,6.81692,4.44,4.59697,1.84,1.85633,3.15,0.75937,0.533,13.7758,5.1,1.61386,7.94,4.65328,1.11,2.26161,2.65,1.04247,0.49,22.1532,4.9838,8.71258,2.625,6.96311,2.2738,12.6279,8.2119,8.13761,10.9869,13.905,18.3776,12.4097,1.2997,1.98132,2.3305,15.128,14.5549,6.83884,3.1432,6.38937,6.0598,64.4161,58.3327
84,2010-03-26,00:00:00.00,0.465377,13.2339,9.3729,1.81255,11.6,0.721368,3.45,6.21393,2.15,12.766,11.8,1.06736,10.8,2.07084,2.03,5.56224,4.17,3.71435,1.61,1.63899,2.76,0.99417,0.487,12.9196,4.59,1.48065,7.19,4.62935,0.913,2.1365,2.3,0.923873,0.43,21.7302,4.5024,8.55381,2.3956,6.83954,2.036,12.4105,6.881,8.24071,9.8826,13.6485,15.8291,12.3028,1.2459,2.82984,3.9927,15.6107,7.9004,7.89832,2.3418,6.3809,5.2386,56.8795,49.5545
85,2010-03-27,00:00:00.00,0.0068009,14.2942,9.0048,1.57336,10.2,0.714579,3,6.17673,1.74,12.4557,11.1,1.03155,9.55,2.06449,1.74,5.26456,3.56,3.6794,1.36,1.61618,2.39,1.10251,0.534,12.9726,4.13,1.48164,6.4,4.58424,0.797,2.119,1.91,0.937914,0.357,21.3757,4.0776,8.46805,2.1521,6.79935,1.716,12.3128,6.4562,8.3409,8.8915,13.6371,14.3283,12.1929,1.2035,3.17478,5.6917,18.1027,5.4935,9.02387,2.4409,6.56022,7.1358,53.8087,62.5802
86,2010-03-28,00:00:00.00,0.0728996,11.884,11.1002,1.52864,9.16,0.705931,2.55,6.07596,1.39,12.3694,10,1.01567,8.35,1.91863,1.48,5.18214,3.04,3.39036,1.19,1.59699,2.02,0.669242,0.413,12.7302,3.74,1.35735,5.74,4.50424,0.947,2.05581,1.56,0.882451,0.327,21.1488,3.7661,8.36228,1.9454,6.69586,1.4385,12.1395,5.5784,7.9501,7.7305,13.3704,12.2612,11.9754,1.0817,2.07528,4.8422,14.0568,10.7887,6.38916,4.5024,4.92029,4.6156,48.0477,48.9881
87,2010-03-29,00:00:00.00,0.759766,10.3809,6.881,1.68616,8.34,0.968293,2.35,7.01669,1.5,13.3965,9.42,1.26124,7.19,3.18869,1.56,6.69517,2.96,5.26572,1.23,2.16706,2.01,1.29953,0.576,15.4034,3.52,2.20687,5.44,5.54513,0.916,2.49504,1.5,1.2846,0.303,23.2479,3.6529,9.64675,1.8208,7.76126,1.413,13.5977,6.1448,9.88583,9.5711,16.2552,13.5638,13.039,1.6707,2.67633,5.0404,14.4505,15.2628,7.43652,5.182,5.32821,5.4652,47.5884,45.8733
88,2010-03-30,00:00:00.00,0.32405,11.4023,7.1075,2.06212,8.98,1.32692,2.71,8.25336,1.8,16.8614,10.8,1.68223,6.13,4.04061,2.53,8.24673,3.92,6.48186,2.71,2.66907,2.54,1.87178,2.45,18.2347,3.8,2.87699,6.02,6.29432,0.929,3.00034,1.68,1.6766,0.299,25.9869,4.559,10.7101,2.0983,8.61757,2.0416,14.8557,7.4756,10.4798,12.3745,17.6974,20.0483,13.7576,2.4692,3.35059,7.3057,16.5805,22.2287,9.72579,14.5265,5.75481,7.5606,50.1613,60.0317
89,2010-03-31,00:00:00.00,0.000188939,10.6781,10.0242,2.16769,9.2,1.13558,2.8,7.32585,1.68,17.4672,10.1,1.55905,5.38,2.70062,2.61,6.71636,4.62,4.5375,2.52,2.1849,2.39,1.16351,1.88,15.6456,4.32,2.07777,6.34,5.16341,0.935,2.64607,1.66,1.30974,0.334,24.2002,4.6723,9.33583,2.3645,7.4291,2.6986,13.4652,6.1448,7.92747,8.7782,14.1394,16.1406,13.031,1.7868,2.30851,6.6828,13.6208,25.5701,7.91737,8.7782,4.73406,4.8139,45.3182,45.307
90,2010-04-01,00:00:00.00,8.01449e-05,8.87538,6.9943,1.84852,8.8,0.758237,2.65,5.86673,1.45,13.7932,8.82,1.09122,5.07,1.83402,2.12,5.02913,4.05,3.25211,1.96,1.64399,2.22,0.614551,1.17,12.4792,4.08,1.4334,6.37,4.32427,0.773,2.10398,1.63,0.894402,0.376,20.8977,4.3608,8.10578,2.2569,6.45118,2.2399,12.2502,5.8333,7.45315,7.7588,12.6891,14.1301,12.6524,1.4527,1.74745,4.8705,11.4711,15.376,5.74456,4.3042,3.99031,3.3131,38.8016,35.9624
91,2010-04-02,00:00:00.00,0.000106594,8.33978,5.1537,1.54001,8.07,0.664228,2.44,5.77697,1.3,11.678,8.05,0.937404,4.67,1.81734,1.83,4.84175,3.62,3.21725,1.57,1.50747,2,0.588282,0.856,12.0578,3.74,1.31341,5.83,4.27951,0.684,1.94269,1.51,0.809262,0.357,20.0364,3.8794,7.95533,2.0501,6.3796,1.9539,11.818,5.5501,7.5928,7.3341,12.8356,12.7426,12.0663,1.2658,1.78149,3.8511,11.3474,7.5889,5.51364,3.0865,3.87466,2.6505,35.8281,30.5822
